Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-March-2019,42.6,42.95,42.25,42.45,42.628931053073,1068416,1615,45545432,193133,18.08,0.7,-0.15
28-March-2019,42.35,45.05,42.35,44.5,43.927951643402,1412010,6495,62026707,373641,26.46,2.7,2.15
29-March-2019,45.4,47.35,44.75,46.65,46.4071652288296,1885355,12919,87493981,445391,23.62,2.6,1.25
1-April-2019,47.1,47.4,46,46.25,46.8320688813262,3010395,3834,140983026,351489,11.68,1.4,-0.85
2-April-2019,46.3,47.05,45.35,45.95,46.0806735733472,1395364,2387,64299313,174331,12.49,1.7,-0.35
3-April-2019,46,46.35,44.05,44.45,45.4992246103698,1227125,5986,55833236,208133,16.96,2.3,-1.55
4-April-2019,44.9,44.9,43.7,44.1,44.3114823062048,2075219,3039,91956030,179770,8.66,1.2,-0.8
5-April-2019,44.3,45.05,43.6,44.6,44.4064170143948,1310890,2125,58211928,126969,9.69,1.45,0.3
8-April-2019,45.5,45.55,43.85,44.1,44.8938938565394,1045095,1720,46918384,140912,13.48,1.7,-1.4
9-April-2019,44.2,44.35,43.3,43.85,43.7147932376759,1109027,1806,48480886,80678,7.27,1.05,-0.35
10-April-2019,43.75,44.25,43.15,43.9,43.882686320616,1139313,5042,49996115,89872,7.89,1.1,0.15
11-April-2019,44.1,44.4,43.35,43.8,43.8038691153521,984256,1301,43114221,74650,7.58,1.05,-0.3
12-April-2019,43.9,44.25,43.4,44.1,43.7727108279298,1252123,1593,54808818,102031,8.15,0.85,0.2
15-April-2019,44.1,44.4,43.75,43.9,43.9920004738395,287017,727,12626452,52524,18.3,0.65,-0.2
16-April-2019,44.05,44.55,43.95,44.05,44.164880111803,410007,922,18107910,104239,25.42,0.6,0
18-April-2019,44.3,44.3,43.2,43.4,43.5028557900033,337910,739,14700050,111623,33.03,1.1,-0.9
22-April-2019,43.4,43.45,42.4,42.55,42.7731005540338,1159496,1377,49595239,81922,7.07,1.05,-0.85
23-April-2019,42.7,42.95,42.05,42.5,42.6394448630321,743240,3022,31691341,67977,9.15,0.9,-0.2
24-April-2019,42.6,43.5,42.25,43.15,42.718872599437,539613,1114,23051659,83164,15.41,1.25,0.55
25-April-2019,43.15,44.05,43,43.8,43.7304584549134,679936,999,29733913,106172,15.61,1.05,0.65
26-April-2019,44,44.25,42.45,42.8,42.9964718691284,653037,1201,28078287,135878,20.81,1.8,-1.2
30-April-2019,42.8,42.8,39.1,39.4,40.4558625359293,1205144,2217,48755140,415157,34.45,3.7,-3.4
2-May-2019,39.45,40.6,38.95,40.05,39.8885921066054,372514,907,14859059,99516,26.71,1.65,0.6
3-May-2019,40.4,40.55,39.55,39.95,39.9878928507939,320637,678,12821598,51518,16.07,1,-0.45
6-May-2019,39.75,39.85,38.1,38.5,38.9620690611053,432892,998,16866368,152200,35.16,1.75,-1.25
7-May-2019,38.7,38.95,37.05,37.25,38.1965499779121,464055,974,17725300,177813,38.32,1.9,-1.45
8-May-2019,37.25,37.55,36.6,37.1,37.1157192836499,322133,701,11956198,77028,23.91,0.95,-0.15
9-May-2019,36.9,37.75,36.6,37.5,37.1995135562711,321106,714,11944987,82293,25.63,1.15,0.6
10-May-2019,37.7,38.35,36.9,37.35,37.6993901441813,379106,842,14292065,62863,16.58,1.45,-0.35
13-May-2019,37.5,37.5,34.3,34.5,35.5605122205783,523134,1135,18602913,181423,34.68,3.2,-3
14-May-2019,34.35,36.8,33.35,36.3,35.2766755650575,688514,1448,24288485,135967,19.75,3.45,1.95
15-May-2019,36.45,36.5,34.3,34.45,35.2260773346867,776314,1107,27346497,111905,14.41,2.2,-2
16-May-2019,34.5,34.95,34,34.4,34.3836626615103,410887,770,14127800,144438,35.15,0.95,-0.1
17-May-2019,34.45,35,33.75,34.4,34.3254514199233,729476,910,25039593,60014,8.23,1.25,-0.05
20-May-2019,35,37.95,35,37.55,36.8499505226834,788240,1440,29046605,167133,21.2,2.95,2.55
21-May-2019,37.8,37.95,35.25,35.45,36.2742109310071,964998,1543,35004541,157470,16.32,2.7,-2.35
22-May-2019,35.55,36.7,34.65,36.5,35.602348089613,2174193,2139,77406376,76659,3.53,2.05,0.95
23-May-2019,37.1,38.2,35.95,36.3,37.2610024969673,2528267,2586,94205763,171773,6.79,2.25,-0.8
24-May-2019,37,37.75,36.3,37.5,37.1865541908515,1076261,1388,40022438,143840,13.36,1.45,0.5
27-May-2019,37.5,38.35,37.1,37.9,37.9477685685817,974509,963,36980442,107355,11.02,1.25,0.4
28-May-2019,38.15,38.25,37.4,37.95,37.8270489553928,940162,1178,35563554,87267,9.28,0.85,-0.2
29-May-2019,37.95,38.25,36.45,37,37.2328600501578,465331,963,17325604,126164,27.11,1.8,-0.95
30-May-2019,36.8,38.3,36.65,37.95,37.7023233039732,537123,1173,20250785,79946,14.88,1.65,1.15
31-May-2019,37.15,38.1,36.25,37.65,37.3237304468127,1290966,1989,48183667,80025,6.2,1.85,0.5
3-June-2019,37.6,37.75,36.45,36.9,36.866268619175,652016,1044,24037397,116320,17.84,1.3,-0.7
4-June-2019,37,40.55,36.7,39.7,39.5574560483025,1858290,4081,73509225,237230,12.77,3.85,2.7
6-June-2019,39.7,39.7,36.75,37.25,38.1971144963621,1818608,5016,69465578,341671,18.79,2.95,-2.45
7-June-2019,37.25,37.6,35.95,36.65,36.5981127928793,491414,1064,17984825,62772,12.77,1.65,-0.6
10-June-2019,37.4,37.9,36.1,36.5,36.7768402744587,428917,776,15774212,52613,12.27,1.8,-0.9
11-June-2019,36.75,37.5,36.15,36.85,36.7879815358521,620229,1029,22816973,86179,13.89,1.35,0.1
12-June-2019,36.5,36.75,36,36.4,36.3190145659209,846977,1065,30761370,120702,14.25,0.75,-0.1
13-June-2019,36.15,36.65,35.35,36.2,36.0368732473014,891839,1342,32139089,56448,6.33,1.3,0.05
14-June-2019,36.2,36.45,35.55,35.9,36.1604872302774,1098536,1289,39723597,70136,6.38,0.9,-0.3
17-June-2019,35.8,35.9,34.75,35.15,35.2584840941732,641966,761,22634748,109272,17.02,1.15,-0.65
18-June-2019,35.15,35.35,34.65,34.8,35.0185352728298,170216,410,5960715,56234,33.04,0.7,-0.35
19-June-2019,34.85,35.25,33.6,34,34.2541740892548,391822,714,13421539,164237,41.92,1.65,-0.85
20-June-2019,33.8,34.45,33.55,34.3,34.1498754700396,450494,738,15384314,92212,20.47,0.9,0.5
21-June-2019,34.25,34.8,33.8,34.65,34.5191705712292,300930,537,10387854,46035,15.3,1,0.4
24-June-2019,34.65,35.45,34.05,34.5,34.6446331339909,500646,708,17344697,84677,16.91,1.4,-0.15
25-June-2019,34.5,36.75,34.05,35.1,35.2621643595169,1114362,1554,39294816,69585,6.24,2.7,0.6
26-June-2019,35.15,36.35,35,36,35.7275580755796,1389052,1572,49627436,92841,6.68,1.35,0.85
27-June-2019,35.75,36.6,35.4,35.9,36.0099902945396,947920,1171,34134590,110672,11.68,1.2,0.15
28-June-2019,36,37.5,35.2,35.5,36.3730273883152,669227,1554,24341812,99231,14.83,2.3,-0.5
1-July-2019,35.45,36.15,35,35.95,35.5520388980832,409069,882,14543237,59974,14.66,1.15,0.5
2-July-2019,36,36.4,35.25,36.1,35.9171180292352,381253,783,13693509,47051,12.34,1.15,0.1
3-July-2019,36.15,37.2,36.05,36.95,36.7083157088631,361713,648,13277875,76949,21.27,1.15,0.8
4-July-2019,37.2,37.9,36.9,37.65,37.4615380752718,398290,753,14920556,71520,17.96,1,0.45
5-July-2019,37.7,37.7,35.5,35.95,36.7874842788674,500123,1048,18398267,83693,16.73,2.2,-1.75
8-July-2019,35.8,35.8,33.95,34.3,34.6169335136079,509593,1180,17640547,126666,24.86,1.85,-1.5
9-July-2019,34.3,35.05,33.85,34.85,34.5940295689555,275424,626,9528026,118094,42.88,1.2,0.55
10-July-2019,34.95,35.25,34.2,34.45,34.5296155892525,300720,643,10383746,46226,15.37,1.05,-0.5
11-July-2019,34.45,35.45,34.2,34.85,34.7566559040075,716056,993,24887712,126432,17.66,1.25,0.4
12-July-2019,34.85,35.3,34.55,34.95,34.8635214761677,256773,483,8952011,64732,25.21,0.75,0.1
15-July-2019,34.65,35.2,34.25,34.65,34.6859373869741,262661,486,9110643,56558,21.53,0.95,0
16-July-2019,34.75,35.45,34.4,35,34.8373386046219,572662,682,19950020,66732,11.65,1.05,0.25
17-July-2019,34.7,35.4,34.2,35.2,35.0531218802972,746265,760,26158918,70839,9.49,1.2,0.5
18-July-2019,35,35,34.3,34.5,34.6519402630563,134724,303,4668448,50514,37.49,0.7,-0.5
19-July-2019,34.6,34.8,33.65,34,34.2330764096657,388053,600,13284248,58243,15.01,1.15,-0.6
22-July-2019,33.9,34.1,33,33.4,33.3998905583332,387421,691,12939819,76128,19.65,1.1,-0.5
23-July-2019,33.35,33.55,32.4,32.75,33.0886410310545,416816,676,13791875,78499,18.83,1.15,-0.6
24-July-2019,32.65,33.3,31.6,31.85,32.2487144694249,1691325,1596,54543057,101403,6,1.7,-0.8
25-July-2019,31.9,31.9,30.1,30.8,30.9110184268158,788579,1004,24375780,85591,10.85,1.8,-1.1
26-July-2019,30.5,32.5,30.3,31.25,31.5423234123385,374828,804,11822946,56951,15.19,2.2,0.75
29-July-2019,31.5,31.5,30.05,30.15,30.3044911171008,323149,803,9792866,97263,30.1,1.45,-1.35
30-July-2019,30,30.3,27.2,27.65,28.3538627402276,958154,1757,27167367,205965,21.5,3.1,-2.35
31-July-2019,27.5,28.3,26.6,27.7,27.6334767117508,1365152,1273,37723896,121263,8.88,1.7,0.2
1-August-2019,27.6,28.6,27.05,28.2,27.8550649685453,636154,950,17720111,108518,17.06,1.55,0.6
2-August-2019,28,28.85,27.5,28.1,28.2362218098976,771237,987,21776819,60093,7.79,1.35,0.1
5-August-2019,27.55,28.65,26.65,28.1,27.5414063894342,649948,917,17900482,54807,8.43,2,0.55
6-August-2019,28.35,28.65,27.95,28.2,28.3071402806644,291095,446,8240067,39829,13.68,0.7,-0.15
7-August-2019,28.5,28.5,26.25,27.3,27.7317294828128,375222,553,10405555,80636,21.49,2.25,-1.2
8-August-2019,27.4,27.95,26.7,27.7,27.3008008284251,380481,557,10387436,83966,22.07,1.25,0.3
9-August-2019,27.8,28.35,27.05,27.35,27.7316990216215,226395,385,6278318,31425,13.88,1.3,-0.45
13-August-2019,27.6,27.6,26.65,26.8,27.060256366485,263607,379,7133273,67575,25.63,0.95,-0.8
14-August-2019,27.2,27.45,26.55,27.15,27.0039410360377,316668,460,8551284,59399,18.76,0.9,-0.05
16-August-2019,25.3,25.3,23.8,24.85,24.764063559629,1683962,3190,41701742,244297,14.51,1.5,-0.45
19-August-2019,24.95,28.4,24.9,28,27.0711609965765,1581133,2778,42803106,217904,13.78,3.5,3.05
20-August-2019,27.9,27.9,26.2,26.65,26.6314845919834,1087713,1514,28967412,124287,11.43,1.7,-1.25
21-August-2019,26.65,26.65,25.15,25.4,25.8059049998456,1328061,1167,34271816,150392,11.32,1.5,-1.25
22-August-2019,25.4,25.4,24.1,24.45,24.6021608778498,728963,779,17934065,68197,9.36,1.3,-0.95
23-August-2019,24.45,25.35,23.55,24.7,24.692648013731,1864979,1551,46051270,180481,9.68,1.8,0.25
26-August-2019,26.1,28.4,24.85,28.1,26.6233978981446,2464965,2841,65625744,185084,7.51,3.55,2
27-August-2019,28.25,30.5,27.5,29.45,29.5589813399963,1607288,2239,47509796,167799,10.44,3,1.2
28-August-2019,28.75,28.75,25.9,26.75,26.8281852434166,1525841,3156,40935545,293350,19.23,2.85,-2
29-August-2019,26.65,26.7,25.7,26.15,26.1275028666543,675875,1281,17658926,124936,18.48,1,-0.5
30-August-2019,26.1,27,25.9,26.75,26.4289629125592,699536,1118,18488011,132638,18.96,1.1,0.65
3-September-2019,26.75,29.65,26.05,28.8,28.2604295351337,3075185,5124,86906049,402787,13.1,3.6,2.05
4-September-2019,28.85,28.85,26.9,27.05,27.834704225716,1548140,3006,43092019,258261,16.68,1.95,-1.8
5-September-2019,27.5,27.85,26.35,27.25,27.0453352111544,945777,1783,25578856,123224,13.03,1.5,-0.25
6-September-2019,27.8,28.15,27.05,27.85,27.6921980133675,713972,1370,19771454,143487,20.1,1.1,0.05
9-September-2019,27.75,28.15,27.2,28,27.8496504875644,456350,897,12709188,90998,19.94,0.95,0.25
11-September-2019,28,28.8,27.8,28.3,28.4405197606457,574880,841,16349886,127034,22.1,1,0.3
12-September-2019,28.7,28.95,27.9,28.25,28.469061455488,559771,874,15936155,86592,15.47,1.05,-0.45
13-September-2019,28.25,29.35,27.4,28.75,28.2467524320165,717306,991,20261565,131933,18.39,1.95,0.5
16-September-2019,28.6,29.15,27.85,28.25,28.431156138943,697840,909,19840398,87533,12.54,1.3,-0.35
17-September-2019,28.8,28.85,27.5,27.7,28.2552092808784,873969,4148,24694177,97594,11.17,1.35,-1.1
18-September-2019,27.9,28.15,27.35,27.8,27.7211230017076,530578,4747,14708218,56001,10.55,0.8,-0.1
19-September-2019,27.8,27.8,26.95,27.15,27.2238365031742,456963,3486,12440286,78290,17.13,0.85,-0.65
20-September-2019,27.45,29.75,26.8,28.75,28.8681848321439,2990627,3225,86333973,214185,7.16,2.95,1.3
23-September-2019,28.9,31.6,28.7,30.85,29.7890538896323,1780194,2365,53030295,250648,14.08,2.9,1.95
24-September-2019,30.55,34.35,30.4,34.15,32.9731390851956,2372704,3875,78235499,314795,13.27,3.95,3.6
25-September-2019,33.75,37.7,32.75,36.85,35.9962015169553,5168379,8850,186042012,613027,11.86,4.95,3.1
26-September-2019,37.2,37.2,34.85,35.7,35.8098536112503,4270820,18551,152937439,234896,5.5,2.35,-1.5
27-September-2019,35.7,35.7,32.95,33.55,34.0510944030115,494105,3943,16824816,67205,13.6,2.75,-2.15
30-September-2019,33.7,33.75,31.4,31.7,31.7184365323677,1658365,1410,52600745,112516,6.78,2.35,-2
1-October-2019,32,32.55,29.75,30.45,31.4737165560629,1854970,1823,58382800,98235,5.3,2.8,-1.55
3-October-2019,31.25,31.5,29.9,30.85,30.3302439845466,1247620,1956,37840619,99725,7.99,1.6,-0.4
4-October-2019,31.1,31.6,30.3,30.55,30.8189362067485,698820,1116,21536889,108233,15.49,1.3,-0.55
7-October-2019,30.95,30.95,29.2,29.65,30.008730673392,695479,1201,20870442,232314,33.4,1.75,-1.3
9-October-2019,29.25,30.15,28.85,29.85,29.3302639878773,275846,700,8090636,70248,25.47,1.3,0.6
10-October-2019,29.95,30.4,29.4,29.6,29.9226097218967,486366,722,14553340,49488,10.18,1,-0.35
11-October-2019,30.5,30.5,29.15,29.5,29.6920819276445,654187,563,19424174,36232,5.54,1.35,-1
14-October-2019,29.5,29.65,29,29.15,29.3567454012906,132809,4374,3898840,25160,18.94,0.65,-0.35
15-October-2019,29.4,29.4,28.9,29,29.0668193644745,189481,334,5507610,51912,27.4,0.5,-0.4
16-October-2019,29.05,29.9,28.85,29.1,29.3519534254063,157339,410,4618207,43676,27.76,1.05,0.05
17-October-2019,29.15,30.4,28.95,29.95,29.7186749313658,186496,468,5542414,65839,35.3,1.45,0.8
18-October-2019,29.8,32.4,29.55,30.7,31.1020504104437,304183,779,9460715,71583,23.53,2.85,0.9
22-October-2019,31.85,31.85,30.35,30.85,31.064289088656,146059,442,4537219,40716,27.88,1.5,-1
23-October-2019,30.8,31.05,30.35,30.65,30.6762922506895,202689,401,6217747,38800,19.14,0.7,-0.15
24-October-2019,31,31,30.3,30.45,30.5616640499661,116559,245,3562237,23915,20.52,0.7,-0.55
25-October-2019,30.45,31,30.45,30.7,30.6663642586743,121249,302,3718266,39927,32.93,0.55,0.25
27-October-2019,31.5,31.6,30.75,30.9,30.9248215771268,22839,155,706292,13027,57.04,0.85,-0.6
29-October-2019,31.45,33.55,30.75,32.7,32.2355063625645,196776,715,6343174,45371,23.06,2.8,1.25
30-October-2019,32.75,33.75,32.35,33.25,33.1624221914076,327406,837,10857576,63998,19.55,1.4,0.5
31-October-2019,33.3,33.8,32.95,33.2,33.4187470929095,230041,577,7687682,74098,32.21,0.85,-0.1
1-November-2019,33.2,34.6,33.15,33.95,34.1316580813576,186559,635,6367568,44295,23.74,1.45,0.75
4-November-2019,33.95,35.85,33.95,34.95,35.1336976942784,204925,757,7199773,65142,31.79,1.9,1
5-November-2019,35.45,35.5,33.4,33.8,34.2103757319077,1728360,1162,59127845,65347,3.78,2.1,-1.65
6-November-2019,33.8,34.25,32.8,33.55,33.4986572626478,1200905,1056,40228705,139357,11.6,1.45,-0.25
7-November-2019,33.3,34.05,33.3,33.6,33.7659669149101,348314,434,11761159,39936,11.47,0.75,0.3
8-November-2019,33.6,34.25,32.1,32.8,33.5282555945558,481763,822,16152673,68054,14.13,2.15,-0.8
11-November-2019,33.8,34.4,33.15,33.35,33.6479699792486,392262,1003,13198820,77782,19.83,1.25,-0.45
13-November-2019,33.7,33.85,32,32.15,32.8855625652043,468719,804,15414088,98436,21,1.85,-1.55
14-November-2019,32.2,32.95,31.4,31.85,32.0195984685002,769703,871,24645581,110275,14.33,1.55,-0.35
15-November-2019,32.3,34.5,32.15,32.9,33.5721408384362,1273800,2560,42764193,223620,17.56,2.35,0.6
18-November-2019,33.5,33.5,32.55,32.85,32.8480020503561,261418,747,8587059,58797,22.49,0.95,-0.65
19-November-2019,32.9,35.15,32.5,33.85,34.0584436785779,661560,1511,22531704,147707,22.33,2.65,0.95
20-November-2019,34.15,34.8,33.5,33.85,33.9014035621469,466741,1050,15823175,103696,22.22,1.3,-0.3
21-November-2019,33.85,34.15,33.3,33.35,33.5144912602806,160131,504,5366709,84745,52.92,0.85,-0.5
22-November-2019,33.75,40,33,38.75,37.0904470152707,2161000,5205,80152456,583499,27,7,5
25-November-2019,40.25,40.9,37.35,37.6,38.6806991956157,1402812,3985,54261749,430355,30.68,3.55,-2.65
26-November-2019,37.6,37.8,36.1,36.25,36.8645251607735,529316,1328,19512983,146942,27.76,1.7,-1.35
27-November-2019,36.25,36.5,35.7,36.15,36.0030656992905,398604,746,14350966,123649,31.02,0.8,-0.1
28-November-2019,37.2,39.3,36.7,38.05,37.9565600421752,1868395,3284,70917847,287831,15.41,2.6,0.85
29-November-2019,38.2,39.4,37.35,37.7,38.0887122878977,1767072,2065,67305497,129492,7.33,2.05,-0.5
2-December-2019,37.7,38.4,36.8,37.2,37.4327389428829,1010503,2109,37825895,271821,26.9,1.6,-0.5
3-December-2019,37.2,37.55,35.9,36,36.4760093418426,560489,964,20444402,150327,26.82,1.65,-1.2
4-December-2019,35.65,36.55,35.4,36.15,36.0020603780346,290238,714,10449166,93493,32.21,1.15,0.5
5-December-2019,36.25,36.65,35.6,35.85,36.106489454431,425629,757,15367969,98122,23.05,1.05,-0.4
6-December-2019,35.85,36.15,34.4,34.65,35.0513568778964,291957,673,10233489,78332,26.83,1.75,-1.2
9-December-2019,35.6,35.6,33.9,34.15,34.4528978429652,302035,538,10405981,57042,18.89,1.7,-1.45
10-December-2019,34.45,34.65,33.2,33.5,33.9222181172041,284205,544,9640864,70984,24.98,1.45,-0.95
11-December-2019,33.9,34.45,33.1,33.75,33.5579935524882,616672,1114,20694275,67950,11.02,1.35,-0.15
12-December-2019,34.1,37.35,33.6,36.9,35.801908515193,716578,1705,25654860,136885,19.1,3.75,2.8
13-December-2019,40.1,40.6,38.2,38.5,39.0020693182674,1155453,3315,45065058,357369,30.93,2.4,-1.6
16-December-2019,39,39,37.6,38.05,37.9673804921703,1502935,2030,57062505,217031,14.44,1.4,-0.95
17-December-2019,38.1,38.1,37.3,37.45,37.5757806453651,316565,721,11895177,104900,33.14,0.8,-0.65
18-December-2019,37.4,37.65,36.8,37,37.2128746299033,1477992,1153,55000331,126969,8.59,0.85,-0.4
19-December-2019,37.55,37.6,37,37.3,37.2958780122063,371447,580,13853442,73704,19.84,0.6,-0.25
20-December-2019,37.4,38.2,37.25,37.35,37.7848683619748,478851,895,18093322,83262,17.39,0.95,-0.05
23-December-2019,38,38.3,37.2,37.75,37.7461520815966,357466,1242,13492966,131098,36.67,1.1,-0.25
24-December-2019,38,38,37.15,37.3,37.4300460684445,139792,446,5232421,56302,40.28,0.85,-0.7
26-December-2019,37.45,37.5,36.95,37.1,37.2077510525844,89304,370,3322801,29305,32.81,0.55,-0.35
27-December-2019,37.55,37.6,37.1,37.35,37.3781347490998,124691,461,4660717,50028,40.12,0.5,-0.2
30-December-2019,37.6,37.6,37,37.15,37.3067123848608,222231,403,8290708,53121,23.9,0.6,-0.45
31-December-2019,37.15,37.45,36.9,37,37.0949122726857,87544,282,3247437,30843,35.23,0.55,-0.15
1-January-2020,37,37.6,36.9,37.1,37.2042167083573,321815,418,11972875,41371,12.86,0.7,0.1
2-January-2020,37.1,37.8,37.05,37.5,37.5036735658785,160743,500,6028453,56035,34.86,0.75,0.4
3-January-2020,37.5,37.7,37.05,37.2,37.3828946307101,148772,387,5561528,40572,27.27,0.65,-0.3
6-January-2020,36.75,37,35.5,35.7,35.9960777856588,236856,536,8525887,65387,27.61,1.5,-1.05
7-January-2020,35.95,36.35,35.5,35.8,35.9419052905801,844879,1000,30366561,79698,9.43,0.85,-0.15
8-January-2020,35.8,35.8,34.75,35.3,35.2127903086648,397551,548,13998880,129250,32.51,1.05,-0.5
9-January-2020,35.5,36.15,35.3,35.75,35.5544691157899,424424,960,15090170,111722,26.32,0.85,0.25
10-January-2020,35.75,36.85,35.65,36.3,36.1620418504648,792536,1108,28659720,70323,8.87,1.2,0.55
13-January-2020,36.75,36.85,35.95,36.2,36.411896390524,227817,562,8295249,52136,22.88,0.9,-0.55
14-January-2020,36.2,36.4,35.8,35.95,36.2223331919096,266339,639,9647420,80778,30.33,0.6,-0.25
15-January-2020,36.1,36.1,35.45,35.8,35.6302255178748,176394,363,6284958,39153,22.2,0.65,-0.3
16-January-2020,35.7,36.4,35.7,36.05,36.1033295979868,726394,669,26225242,98283,13.53,0.7,0.35
17-January-2020,36,36.2,35.7,35.8,35.8806338735531,1189701,1049,42687226,51921,4.36,0.5,-0.2
20-January-2020,36.1,36.1,35.3,35.45,35.5088601676912,680179,1149,24152381,90594,13.32,0.8,-0.65
21-January-2020,35.3,36,35.3,35.75,35.7149726328251,1108262,1033,39581547,97799,8.82,0.7,0.45
22-January-2020,36.5,36.5,35.25,35.5,35.4776971290493,216026,462,7664105,74167,34.33,1.25,-1
23-January-2020,35.4,35.7,35.2,35.45,35.5085049111867,281602,452,9999266,37359,13.27,0.5,0.05
24-January-2020,35.4,35.75,35.2,35.45,35.5096509240246,82790,243,2939844,39209,47.36,0.55,0.05
27-January-2020,35.45,35.45,34.75,34.9,35.0923698742803,212775,512,7466779,60645,28.5,0.7,-0.55
28-January-2020,35.65,35.65,34.55,34.7,34.9118891474508,75632,234,2640456,20430,27.01,1.1,-0.95
29-January-2020,35,35.15,34.4,34.5,34.7582085374388,71450,213,2483474,43463,60.83,0.75,-0.5
30-January-2020,34.6,34.6,33.9,34.05,34.3560221127475,116313,294,3996052,30053,25.84,0.7,-0.55
31-January-2020,34.95,34.95,33.65,33.9,33.9868885049582,84506,286,2872096,45512,53.86,1.3,-1.05
1-February-2020,35.5,39.85,33.65,37.3,38.2473694305405,2158468,6970,82555723,345423,16,6.2,1.8
3-February-2020,38,38.5,34.25,35.15,35.464742032679,376695,1547,13359391,101749,27.01,4.25,-2.85
4-February-2020,35.15,35.35,34.5,34.55,34.868679273786,291264,1079,10155991,85453,29.34,0.85,-0.6
5-February-2020,34.65,34.7,34.1,34.25,34.3735904871908,120343,2494,4136621,44778,37.21,0.6,-0.4
6-February-2020,34.25,35.25,33.9,34.75,34.7548604672031,133732,503,4647837,43391,32.45,1.35,0.5
7-February-2020,34.5,37.55,34.3,36.25,36.0945484275995,753434,1660,27194860,85132,11.3,3.25,1.75
10-February-2020,36,36.6,36,36.25,36.3322687050112,334389,600,12149111,50782,15.19,0.6,0.25
11-February-2020,36.65,37.7,36.4,37,37.1226889610261,557271,1230,20687398,144807,25.98,1.3,0.35
12-February-2020,36.4,36.4,34.4,34.75,35.1459356893238,1012398,1798,35581675,105622,10.43,2,-1.65
13-February-2020,35,37.85,34.1,35.75,35.8491589480162,1207357,1852,43282733,102134,8.46,3.75,0.75
14-February-2020,35.95,36,35.2,35.4,35.5571724325263,817282,1206,29060237,78685,9.63,0.8,-0.55
17-February-2020,36.2,36.65,34.35,34.5,35.1027524903804,223761,792,7854627,66037,29.51,2.3,-1.7
18-February-2020,34.5,34.7,33.25,34.1,33.9013091512047,155597,528,5274942,63587,40.87,1.45,-0.4
19-February-2020,34,34.85,34,34.6,34.5165098735121,123411,632,4259717,22218,18,0.85,0.6
20-February-2020,34.9,34.9,34.45,34.55,34.6120702957565,58325,253,2018749,31250,53.58,0.45,-0.35
24-February-2020,34.8,34.8,34.05,34.2,34.3523404158203,87634,340,3010433,43848,50.04,0.75,-0.6
25-February-2020,34.5,34.7,33.8,34.15,34.420479365307,209235,398,7201969,87624,41.88,0.9,-0.35
26-February-2020,34.35,34.35,33.3,33.4,33.6387252400612,323355,659,10877250,106697,33,1.05,-0.95
27-February-2020,33.9,33.95,33.05,33.15,33.2801081827855,359022,331,11948291,248649,69.26,0.9,-0.75
28-February-2020,32.6,32.6,30.3,30.6,31.255539337515,152094,594,4753780,52422,34.47,2.3,-2
2-March-2020,30.65,31.1,28.2,29.65,30.6046757054428,521162,800,15949994,58322,11.19,2.9,-1
3-March-2020,30,30.25,29.1,29.45,29.4651237376569,767026,877,22600516,53139,6.93,1.15,-0.55
4-March-2020,29.45,29.65,28.2,28.5,29.0701864109074,567617,791,16500732,66427,11.7,1.45,-0.95
5-March-2020,28.75,30.4,28.1,29.9,29.4478800191599,484344,1055,14262904,89572,18.49,2.3,1.15
6-March-2020,27.7,30.05,26,27.15,27.3450096792523,821861,1511,22473797,123052,14.97,4.05,-0.55
9-March-2020,27,27,24.95,25.15,25.4363184066323,374653,810,9529793,106552,28.44,2.05,-1.85
11-March-2020,25.45,26.35,25.2,25.7,25.8522743457509,603822,909,15610172,65680,10.88,1.15,0.25
12-March-2020,24.8,24.8,21.05,21.3,22.2140608908209,483554,1475,10741698,171882,35.55,3.75,-3.5
13-March-2020,18,23.9,17.5,23.25,21.4235379754255,733606,2719,15716436,251586,34.29,6.4,5.25
16-March-2020,21.5,23,21.4,22.4,22.4637963454751,933856,1935,20977951,83019,8.89,1.6,0.9
17-March-2020,22.1,23.2,21.25,21.7,22.5168187289092,584081,1266,13151646,87727,15.02,1.95,-0.4
18-March-2020,21.85,22.25,20.15,20.7,21.1290818728545,1034421,1705,21856366,132403,12.8,2.1,-1.15
19-March-2020,20.5,21.45,19.1,20.3,20.1175710685909,1269513,1632,25539518,198177,15.61,2.35,-0.2
20-March-2020,20.6,22.75,19.95,22.15,20.9097271419678,698715,1599,14609940,154805,22.16,2.8,1.55
23-March-2020,22,22,18.9,19.35,19.938657801454,199732,704,3982388,95049,47.59,3.1,-2.65
24-March-2020,22.7,22.7,18.3,18.45,18.950098485094,277707,856,5262575,92005,33.13,4.4,-4.25
25-March-2020,18.25,18.65,17.5,17.8,17.9838420859731,190990,753,3434734,90039,47.14,1.15,-0.45
26-March-2020,18,19.8,17.85,19.2,19.0492490641928,240167,838,4575001,69907,29.11,1.95,1.2
27-March-2020,19.5,20.95,19.3,19.7,20.0054566891262,234941,1032,4700102,75479,32.13,1.65,0.2
30-March-2020,19.7,19.7,18.75,19,19.1923445697726,92823,422,1781491,47243,50.9,0.95,-0.7
31-March-2020,19.85,20,19.05,19.3,19.3049772189861,121373,458,2343103,36562,30.12,0.95,-0.55
